Date,Temp_C
2018-05-04 06:10:00,13.6025
2018-05-04 06:20:00,13.6515
2018-05-04 06:30:00,13.603
2018-05-04 06:40:00,13.603
2018-05-04 06:50:00,13.603
2018-05-04 07:00:00,13.603
2018-05-04 07:10:00,13.555
2018-05-04 07:20:00,13.555
2018-05-04 07:30:00,13.6025
2018-05-04 07:40:00,13.6505
2018-05-04 07:50:00,13.6025
2018-05-04 08:00:00,13.603
2018-05-04 08:10:00,13.603
2018-05-04 08:20:00,13.6505
2018-05-04 08:30:00,13.603
2018-05-04 08:40:00,13.603
2018-05-04 08:50:00,13.603
2018-05-04 09:00:00,13.555
2018-05-04 09:10:00,13.555
2018-05-04 09:20:00,13.603
2018-05-04 09:30:00,13.6515
2018-05-04 09:40:00,13.6515
2018-05-04 09:50:00,13.699
2018-05-04 10:00:00,13.795
2018-05-04 10:10:00,13.8425
2018-05-04 10:20:00,13.7465
2018-05-04 10:30:00,13.8425
2018-05-04 10:40:00,13.795
2018-05-04 10:50:00,13.747
2018-05-04 11:00:00,13.795
2018-05-04 11:10:00,13.795
2018-05-04 11:20:00,13.795
2018-05-04 11:30:00,13.8905
2018-05-04 11:40:00,13.8905
2018-05-04 11:50:00,13.9385
2018-05-04 12:00:00,13.9385
2018-05-04 12:10:00,13.986
2018-05-04 12:20:00,14.179
2018-05-04 12:30:00,14.0825
2018-05-04 12:40:00,14.0835
2018-05-04 12:50:00,14.035
2018-05-04 13:00:00,14.0825
2018-05-04 13:10:00,14.0345
2018-05-04 13:20:00,13.8905
2018-05-04 13:30:00,13.8415
2018-05-04 13:40:00,13.744
2018-05-04 13:50:00,13.6945
2018-05-04 14:00:00,13.646
2018-05-04 14:10:00,13.5975
2018-05-04 14:20:00,13.549
2018-05-04 14:30:00,13.452
2018-05-04 14:40:00,13.5005
2018-05-04 14:50:00,13.5015
2018-05-04 15:00:00,13.4535
2018-05-04 15:10:00,13.502
2018-05-04 15:20:00,13.502
2018-05-04 15:30:00,13.503
2018-05-04 15:40:00,13.5515
2018-05-04 15:50:00,13.6475
2018-05-04 16:00:00,13.6485
2018-05-04 16:10:00,13.697
2018-05-04 16:20:00,13.649
2018-05-04 16:30:00,13.6975
2018-05-04 16:40:00,13.6975
2018-05-04 16:50:00,13.746
2018-05-04 17:00:00,13.746
2018-05-04 17:10:00,13.746
2018-05-04 17:20:00,13.794
2018-05-04 17:30:00,13.794
2018-05-04 17:40:00,13.794
2018-05-04 17:50:00,13.795
2018-05-04 18:00:00,13.747
2018-05-04 18:10:00,13.699
2018-05-04 18:20:00,13.747
2018-05-04 18:30:00,13.747
2018-05-04 18:40:00,13.747
2018-05-04 18:50:00,13.795
2018-05-04 19:00:00,13.795
2018-05-04 19:10:00,13.795
2018-05-04 19:20:00,13.795
2018-05-04 19:30:00,13.7955
2018-05-04 19:40:00,13.747
2018-05-04 19:50:00,13.747
2018-05-04 20:00:00,13.699
2018-05-04 20:10:00,13.699
2018-05-04 20:20:00,13.747
2018-05-04 20:30:00,13.7955
2018-05-04 20:40:00,13.699
2018-05-04 20:50:00,13.747
2018-05-04 21:00:00,13.795
2018-05-04 21:10:00,13.795
2018-05-04 21:20:00,13.795
2018-05-04 21:30:00,13.795
2018-05-04 21:40:00,13.795
2018-05-04 21:50:00,13.795
2018-05-04 22:00:00,13.987
2018-05-04 22:10:00,13.8905
2018-05-04 22:20:00,13.8905
2018-05-04 22:30:00,13.8905
2018-05-04 22:40:00,13.9385
2018-05-04 22:50:00,13.986
2018-05-04 23:00:00,13.986
2018-05-04 23:10:00,13.986
2018-05-04 23:20:00,13.986
2018-05-04 23:30:00,13.938
2018-05-04 23:40:00,13.9375
2018-05-04 23:50:00,13.9375
2018-05-05 00:00:00,14.0335
2018-05-05 00:10:00,13.986
2018-05-05 00:20:00,13.938
2018-05-05 00:30:00,13.986
2018-05-05 00:40:00,13.938
2018-05-05 00:50:00,13.8905
2018-05-05 01:00:00,13.8905
2018-05-05 01:10:00,13.8895
2018-05-05 01:20:00,13.794
2018-05-05 01:30:00,13.8415
2018-05-05 01:40:00,13.8415
2018-05-05 01:50:00,13.793
2018-05-05 02:00:00,13.7445
2018-05-05 02:10:00,13.696
2018-05-05 02:20:00,13.696
2018-05-05 02:30:00,13.696
2018-05-05 02:40:00,13.6475
2018-05-05 02:50:00,13.6
2018-05-05 03:00:00,13.6
2018-05-05 03:10:00,13.6
2018-05-05 03:20:00,13.6
2018-05-05 03:30:00,13.6
2018-05-05 03:40:00,13.552
2018-05-05 03:50:00,13.5045
2018-05-05 04:00:00,13.553
2018-05-05 04:10:00,13.553
2018-05-05 04:20:00,13.553
2018-05-05 04:30:00,13.6005
2018-05-05 04:40:00,13.6005
2018-05-05 04:50:00,13.649
2018-05-05 05:00:00,13.697
2018-05-05 05:10:00,13.697
2018-05-05 05:20:00,13.649
2018-05-05 05:30:00,13.649
2018-05-05 05:40:00,13.6015
2018-05-05 05:50:00,13.5535
